epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
107,6325.12,1.11611,0.63043,0.9772,0.84947,0.81261,0.87073,0.62142,1.06915,0.58635,0.97692,0.006502,0.006502,0.006502
108,6383.97,1.11543,0.62749,0.97876,0.84964,0.81626,0.87378,0.61759,1.07395,0.58912,0.97386,0.006469,0.006469,0.006469
109,6444.38,1.12577,0.632,0.97887,0.84532,0.81512,0.86811,0.61329,1.08517,0.59003,0.97673,0.006436,0.006436,0.006436
110,6503.39,1.12265,0.62669,0.97946,0.8433,0.81776,0.87386,0.61736,1.07714,0.5844,0.97503,0.006403,0.006403,0.006403
111,6562.46,1.10691,0.62797,0.97764,0.85534,0.81266,0.87179,0.61738,1.07464,0.58634,0.97285,0.00637,0.00637,0.00637
112,6621.27,1.11755,0.626,0.97807,0.85327,0.81453,0.87704,0.61977,1.08574,0.58347,0.975,0.006337,0.006337,0.006337
113,6680.38,1.11315,0.62851,0.976,0.86732,0.81005,0.883,0.63087,1.06598,0.58154,0.96936,0.006304,0.006304,0.006304
114,6739.19,1.11923,0.62425,0.97867,0.86672,0.80976,0.87663,0.62265,1.0815,0.58536,0.97457,0.006271,0.006271,0.006271
115,6797.42,1.12422,0.6246,0.9767,0.85501,0.82247,0.88002,0.62529,1.07023,0.5832,0.97106,0.006238,0.006238,0.006238
116,6856.89,1.11804,0.63113,0.97589,0.84624,0.8334,0.87833,0.6232,1.082,0.58485,0.97469,0.006205,0.006205,0.006205
117,6916.31,1.11792,0.63259,0.97812,0.86677,0.82104,0.88146,0.62651,1.07725,0.57913,0.97754,0.006172,0.006172,0.006172
118,6975.24,1.11069,0.61999,0.9745,0.84135,0.82625,0.87633,0.62383,1.06749,0.58094,0.97488,0.006139,0.006139,0.006139
119,7033.74,1.11926,0.6256,0.9802,0.84003,0.83336,0.87879,0.62316,1.07359,0.58026,0.97107,0.006106,0.006106,0.006106
120,7092.38,1.11072,0.62242,0.97778,0.85656,0.82333,0.87818,0.62892,1.06223,0.5765,0.96793,0.006073,0.006073,0.006073
121,7151.01,1.11141,0.61725,0.97731,0.84906,0.83201,0.87973,0.62791,1.08215,0.58021,0.97417,0.00604,0.00604,0.00604
122,7209.76,1.11247,0.61932,0.97516,0.85981,0.82972,0.87955,0.62433,1.07975,0.57915,0.97453,0.006007,0.006007,0.006007
123,7268.78,1.11354,0.61785,0.97432,0.856,0.82418,0.8769,0.62259,1.0772,0.57675,0.97216,0.005974,0.005974,0.005974
124,7327.44,1.11322,0.62524,0.9776,0.86031,0.8195,0.87845,0.62424,1.07146,0.57551,0.96826,0.005941,0.005941,0.005941
125,7385.65,1.11306,0.62315,0.98023,0.86099,0.82433,0.87632,0.62912,1.05679,0.57724,0.96505,0.005908,0.005908,0.005908
126,7444.2,1.12094,0.62938,0.97614,0.85673,0.82246,0.87795,0.62717,1.06919,0.57689,0.9692,0.005875,0.005875,0.005875
127,7503.33,1.1162,0.62714,0.97878,0.86702,0.81938,0.87762,0.62431,1.07571,0.5794,0.97099,0.005842,0.005842,0.005842
128,7562.83,1.11799,0.61818,0.97787,0.85903,0.8269,0.88001,0.62258,1.07265,0.57708,0.96928,0.005809,0.005809,0.005809
129,7621.96,1.10409,0.62214,0.97363,0.86518,0.82731,0.88059,0.62623,1.05697,0.57193,0.96798,0.005776,0.005776,0.005776
130,7681.05,1.09924,0.60948,0.97317,0.84573,0.83127,0.87733,0.62708,1.05856,0.57017,0.96813,0.005743,0.005743,0.005743
131,7739.51,1.11137,0.61648,0.97225,0.86232,0.82519,0.87786,0.62558,1.05948,0.57315,0.96988,0.00571,0.00571,0.00571
132,7798.9,1.10451,0.6203,0.97243,0.8746,0.81897,0.88063,0.62789,1.05855,0.57333,0.96759,0.005677,0.005677,0.005677
133,7858.2,1.10693,0.61923,0.97299,0.8647,0.83199,0.88254,0.62758,1.06828,0.57326,0.96899,0.005644,0.005644,0.005644
134,7917.75,1.10021,0.60611,0.97208,0.8594,0.82869,0.8793,0.63069,1.05133,0.57017,0.96346,0.005611,0.005611,0.005611
135,7977.37,1.09172,0.60926,0.97072,0.87024,0.81605,0.87875,0.63071,1.05749,0.57177,0.96589,0.005578,0.005578,0.005578
136,8036.76,1.09505,0.61041,0.97103,0.86782,0.81702,0.87787,0.62873,1.05476,0.57158,0.96525,0.005545,0.005545,0.005545
137,8096.28,1.09799,0.61299,0.97162,0.87859,0.81509,0.87702,0.62687,1.05763,0.57172,0.96637,0.005512,0.005512,0.005512
138,8156.33,1.10162,0.60931,0.97645,0.87231,0.81929,0.8786,0.62883,1.05997,0.5702,0.96699,0.005479,0.005479,0.005479
139,8216.02,1.0934,0.60529,0.97237,0.87096,0.81356,0.88027,0.62811,1.0553,0.56825,0.96518,0.005446,0.005446,0.005446
140,8276.01,1.09628,0.60924,0.97257,0.86271,0.82255,0.87894,0.62809,1.0598,0.57047,0.96689,0.005413,0.005413,0.005413
141,8335.55,1.08918,0.60795,0.9674,0.87252,0.81214,0.87936,0.63062,1.05736,0.56973,0.96643,0.00538,0.00538,0.00538
142,8395.36,1.08912,0.61675,0.97296,0.87211,0.81645,0.88214,0.63192,1.05239,0.5678,0.96466,0.005347,0.005347,0.005347
